,s_id,char_id,text,conventionality,metaphor,pos,relation,rel_id,s_text,doc_id,url,gen_version,compound,complex
2751,10-3,1347-1358,Abgeordnete,O,O,NN,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2752,10-6,1370-1378,Bedenken,O,O,NN,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2753,10-7,1379-1387,geäußert,O,O,VVPP,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2754,10-9,1392-1401,versuchen,O,O,VVINF,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2755,10-11,1403-1414,gesetzliche,O,O,ADJA,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2756,10-12,1415-1424,Maßnahmen,O,O,NN,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2757,10-14,1428-1437,ergreifen,KON,MRW,VVINF,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2758,10-18,1448-1456,Austritt,KON,MRW,NN,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2759,10-20,1462-1470,Abkommen,O,O,NN,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2760,10-22,1474-1484,verhindern,O,O,VVINF,_,_,"Mehrere konservative Abgeordnete haben ihre Bedenken geäußert und versuchen, gesetzliche Maßnahmen zu ergreifen, um einen Austritt ohne Abkommen zu verhindern.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2761,11-3,1496-1505,Vergleich,O,O,NN,_,_,Neben dem Vergleich mit Hulk greift Johnson auch auf andere drastische Metaphern zurück.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2762,11-6,"[1515-1521, 1567-1573]","[greift, zurück]",O,WIDLII,"[VVFIN, PTKVZ]",_,_,Neben dem Vergleich mit Hulk greift Johnson auch auf andere drastische Metaphern zurück.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2763,11-10,1539-1545,andere,O,O,ADJA,_,_,Neben dem Vergleich mit Hulk greift Johnson auch auf andere drastische Metaphern zurück.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2764,11-11,1546-1556,drastische,O,O,ADJA,_,_,Neben dem Vergleich mit Hulk greift Johnson auch auf andere drastische Metaphern zurück.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2765,11-12,1557-1566,Metaphern,O,O,NN,_,_,Neben dem Vergleich mit Hulk greift Johnson auch auf andere drastische Metaphern zurück.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2766,12-2,1578-1585,betonte,KON,MRW,VVFIN,_,_,"Er betonte erneut, dass das Vereinigte Königreich ""die Ketten"" der EU abwerfen müsse, um seine ""wahre Stärke"" zu entfalten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2767,12-3,1586-1592,erneut,O,O,ADJD,_,_,"Er betonte erneut, dass das Vereinigte Königreich ""die Ketten"" der EU abwerfen müsse, um seine ""wahre Stärke"" zu entfalten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2768,12-11,"['1630-1636', '1645-1653']","['Ketten', 'abwerfen']",O,KOMPL,"['NN', 'VVINF']",_,_,"Er betonte erneut, dass das Vereinigte Königreich ""die Ketten"" der EU abwerfen müsse, um seine ""wahre Stärke"" zu entfalten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,2
2769,12-21,1671-1676,wahre,O,O,ADJA,_,_,"Er betonte erneut, dass das Vereinigte Königreich ""die Ketten"" der EU abwerfen müsse, um seine ""wahre Stärke"" zu entfalten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2770,12-22,1677-1683,Stärke,KON,MRW,NN,_,_,"Er betonte erneut, dass das Vereinigte Königreich ""die Ketten"" der EU abwerfen müsse, um seine ""wahre Stärke"" zu entfalten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2771,12-25,1688-1697,entfalten,KON,MRW,VVINF,_,_,"Er betonte erneut, dass das Vereinigte Königreich ""die Ketten"" der EU abwerfen müsse, um seine ""wahre Stärke"" zu entfalten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2772,13-7,1735-1745,wiederholt,O,O,VVPP,_,_,"Die Europäische Union wurde von ihm wiederholt als hemmschuhartige Bürokratie dargestellt, die die Souveränität des Vereinigten Königreichs einschränke.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2773,13-9,1750-1765,hemmschuhartige,O,O,ADJA,_,_,"Die Europäische Union wurde von ihm wiederholt als hemmschuhartige Bürokratie dargestellt, die die Souveränität des Vereinigten Königreichs einschränke.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2774,13-10,1766-1776,Bürokratie,O,O,NN,_,_,"Die Europäische Union wurde von ihm wiederholt als hemmschuhartige Bürokratie dargestellt, die die Souveränität des Vereinigten Königreichs einschränke.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2775,13-11,1777-1788,dargestellt,KON,MRW,VVPP,_,_,"Die Europäische Union wurde von ihm wiederholt als hemmschuhartige Bürokratie dargestellt, die die Souveränität des Vereinigten Königreichs einschränke.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2776,13-15,1798-1810,Souveränität,O,O,NN,_,_,"Die Europäische Union wurde von ihm wiederholt als hemmschuhartige Bürokratie dargestellt, die die Souveränität des Vereinigten Königreichs einschränke.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2777,13-19,1839-1850,einschränke,O,O,VVFIN,_,_,"Die Europäische Union wurde von ihm wiederholt als hemmschuhartige Bürokratie dargestellt, die die Souveränität des Vereinigten Königreichs einschränke.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2778,14-2,1859-1867,Aussagen,O,O,NN,_,_,Solche Aussagen treiben die ohnehin schon angespannte Stimmung zwischen London und Brüssel weiter auf die Spitze.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2779,14-3,1868-1875,treiben,O,PERS,VVFIN,_,_,Solche Aussagen treiben die ohnehin schon angespannte Stimmung zwischen London und Brüssel weiter auf die Spitze.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2780,14-7,1894-1905,angespannte,O,WIDLII,ADJA,_,_,Solche Aussagen treiben die ohnehin schon angespannte Stimmung zwischen London und Brüssel weiter auf die Spitze.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2781,14-8,1906-1914,Stimmung,O,O,NN,_,_,Solche Aussagen treiben die ohnehin schon angespannte Stimmung zwischen London und Brüssel weiter auf die Spitze.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2782,14-16,1958-1964,Spitze,KON,MRW,NN,_,_,Solche Aussagen treiben die ohnehin schon angespannte Stimmung zwischen London und Brüssel weiter auf die Spitze.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2783,15-2,1970-1982,europäischer,O,O,ADJA,_,_,Auf europäischer Seite zeigt sich wenig Verständnis für Johnsons rhetorische Eskapaden.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2784,15-3,1983-1988,Seite,KON,MRW,NN,_,_,Auf europäischer Seite zeigt sich wenig Verständnis für Johnsons rhetorische Eskapaden.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2785,15-4,1989-1994,zeigt,O,PERS,VVFIN,_,_,Auf europäischer Seite zeigt sich wenig Verständnis für Johnsons rhetorische Eskapaden.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2786,15-7,2006-2017,Verständnis,O,O,NN,_,_,Auf europäischer Seite zeigt sich wenig Verständnis für Johnsons rhetorische Eskapaden.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2787,15-10,2031-2042,rhetorische,O,O,ADJA,_,_,Auf europäischer Seite zeigt sich wenig Verständnis für Johnsons rhetorische Eskapaden.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2788,15-11,2043-2052,Eskapaden,O,O,NN,_,_,Auf europäischer Seite zeigt sich wenig Verständnis für Johnsons rhetorische Eskapaden.,5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2789,16-5,2074-2090,Chefunterhändler,O,O,NN,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2790,16-9,2099-2106,betonte,KON,MRW,VVFIN,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2791,16-13,2117-2126,Situation,O,O,NN,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2792,16-15,2130-2135,ernst,O,WIDLII,ADJD,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2793,16-20,2151-2161,Vergleiche,O,O,NN,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2794,16-22,2166-2171,Basis,KON,MRW,NN,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2795,16-24,2176-2189,Verhandlungen,O,O,NN,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2796,16-26,2193-2199,nutzen,O,O,VVINF,_,_,"Michel Barnier, der Chefunterhändler der EU, betonte, dass die Situation zu ernst sei, um solche Vergleiche als Basis der Verhandlungen zu nutzen.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2797,17-3,2206-2214,brauchen,O,O,VVFIN,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2798,17-4,2215-2227,realistische,O,O,ADJA,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2799,17-6,2232-2244,konstruktive,O,O,ADJA,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2800,17-7,2245-2259,Lösungsansätze,KON,MRW,NN,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2801,17-10,2267-2273,Comics,O,O,NN,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2802,17-13,2276-2280,ließ,O,O,VVFIN,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2803,17-15,2289-2298,verlauten,O,O,VVINF,_,_,"""Wir brauchen realistische und konstruktive Lösungsansätze, keine Comics"", ließ Barnier verlauten.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2804,18-4,2327-2333,äußern,O,O,VVFIN,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2805,18-6,2339-2348,Besorgnis,O,O,NN,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2806,18-9,2358-2366,mögliche,O,O,ADJA,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2807,18-10,2367-2383,Destabilisierung,O,O,NN,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2808,18-12,2388-2400,europäischen,O,O,ADJA,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2809,18-13,2401-2411,Wirtschaft,O,O,NN,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2810,18-20,2445-2452,bringen,O,PERS,VVINF,_,_,"Auch einige EU-Staatschefs äußern ihre Besorgnis über die mögliche Destabilisierung der europäischen Wirtschaft, die ein No-Deal-Brexit mit sich bringen könnte.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2811,19-2,2470-2476,bleibt,O,O,VVFIN,_,_,"Indessen bleibt unklar, wie Johnson seine Versprechen tatsächlich umsetzen will.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2812,19-3,2477-2483,unklar,KON,MRW,ADJD,_,_,"Indessen bleibt unklar, wie Johnson seine Versprechen tatsächlich umsetzen will.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2813,19-8,2503-2514,Versprechen,O,O,NN,_,_,"Indessen bleibt unklar, wie Johnson seine Versprechen tatsächlich umsetzen will.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2814,19-9,2515-2526,tatsächlich,O,O,ADJD,_,_,"Indessen bleibt unklar, wie Johnson seine Versprechen tatsächlich umsetzen will.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2815,19-10,2527-2535,umsetzen,O,O,VVINF,_,_,"Indessen bleibt unklar, wie Johnson seine Versprechen tatsächlich umsetzen will.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2816,20-2,2546-2555,britische,O,O,ADJA,_,_,"Das britische Parlament hat mehrfach signalisiert, dass es keine Mehrheit für einen No-Deal-Brexit gibt.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2817,20-3,2556-2565,Parlament,O,O,NN,_,_,"Das britische Parlament hat mehrfach signalisiert, dass es keine Mehrheit für einen No-Deal-Brexit gibt.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2818,20-5,2570-2578,mehrfach,O,O,ADJD,_,_,"Das britische Parlament hat mehrfach signalisiert, dass es keine Mehrheit für einen No-Deal-Brexit gibt.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2819,20-6,2579-2591,signalisiert,KON,MRW,VVPP,_,_,"Das britische Parlament hat mehrfach signalisiert, dass es keine Mehrheit für einen No-Deal-Brexit gibt.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2820,20-11,2607-2615,Mehrheit,O,O,NN,_,_,"Das britische Parlament hat mehrfach signalisiert, dass es keine Mehrheit für einen No-Deal-Brexit gibt.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2821,20-15,2641-2645,gibt,O,O,VVFIN,_,_,"Das britische Parlament hat mehrfach signalisiert, dass es keine Mehrheit für einen No-Deal-Brexit gibt.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2822,21-3,2654-2667,verbleibenden,KON,MRW,ADJA,_,_,"In den verbleibenden Wochen bis zum 31. Oktober wird sich zeigen, ob Johnson wirklich wie der Hulk agieren wird oder ob er unter dem Gewicht der politischen Realität nachgeben muss.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
2823,21-4,2668-2674,Wochen,O,O,NN,_,_,"In den verbleibenden Wochen bis zum 31. Oktober wird sich zeigen, ob Johnson wirklich wie der Hulk agieren wird oder ob er unter dem Gewicht der politischen Realität nachgeben muss.",5d033d68-6845-4a5c-9595-1ae35fb55c4d,https://www.sueddeutsche.de/politik/brexit-je-wuetender-hulk-wird-desto-staerker-wird-hulk-1.4601091_1a,gpt4o,False,0
